zipCode,projectName,address,xCoord,yCoord,neighborhood,management,contactPhone,totalUnits,singleRoom,studio,oneBedroom,twoBedroom,threeBedroom,fourBedroom
97211,Avenue Plaza,5025 NE 8th Ave,,,,Cascade Management Inc.,503-281-7131,22,,4,18,,,,,,,,,,,,,
97217,Humboldt Gardens,5033 N Vancouver Ave,,,,Home Forward,503-280-3850,130,,,62,46,15,7,,,,,,,,,,
97209,Medford Apts,506 NW 5th Ave,,,,Central City Concern,503-525-8483,62,,62,,,,,,,,,,,,,,
97220,Gateway Park Apts,510 NE 100th Ave,,,,Income Property Management,503-252-1162,144,,,60,48,36,,,,,,,,,,,
97218,Carol Ann Apts,5109 NE Killingsworth St,,,,WCR Co Inc.,503-282-4696,60,,32,28,,,,,,,,,,,,,
97206,Nawikka Court Apts,5110 SE 76th Ave,,,,Cascadia Behavioral Healthcare,503-774-4335,16,,,15,1,,,,,,,,,,,,
97206,Tillicum Court Apts,5135 SE 73rd Ave,,,,Cascadia Behavioral Healthcare,"503-238-0769,",16,,3,12,1,,,,,,,,,,,,
97212,M Carter Plaza,517 NE Sacramento,,,,Cascade Management Inc.,503-287-2162,56,,14,29,13,,,,,,,,,,,,
97266,NAYA Generations,5205 SE 86th Ave,,,,Guardian Real Estate Services,503-802-3600,40,,,22,8,4,6,,,,,,,,,,
97217,Cambridge Court,5224 N Vancouver Ave,,,,Central City Concern,503-525-8483,20,,,,20,,,,,,,,,,,,
97205,Alder House,523 SW 13th Ave,,,,Income Property Management,503-222-1182,132,131,,1,,,,,,,,,,,,,
97218,Carlton Court,5241 NE Killingsworth St,,,,Home Forward,503-280-3750,24,,,,14,10,,,,,,,,,,,
97214,The Clifford,527 SE Morrison St,,,,Cascade Management Inc.,503-232-5460,90,34,56,,,,,,,,,,,,,,
97217,Patton Park Apts,5272 N Interstate Ave,,,,REACH Community Development Inc.,971-255-4444,47,,2,31,3,11,,,,,,,,,,,
97211,Walnut Park Apts,5272 NE 6th Ave,,,,REACH Community Development Inc.,503-282-7449,38,,,38,,,,,,,,,,,,,
97211,Emerson Corner,5305 NE 11th Ave,,,,Cascadia Behavioral Healthcare,503-963-7767,5,5,,,,,,,,,,,,,,,
97211,Emerson Plaza,5312 NE 13th Ave,,,,Cascade Management Inc.,503-281-7131,16,,8,8,,,,,,,,,,,,,
97209,Sally McCracken,532 NW Everett St,,,,Central City Concern,503-525-8483,95,95,,,,,,,,,,,,,,,
97211,Estates Plaza,5421 NE 14th Pl,,,,Cascade Management Inc.,503-281-7131,9,,2,5,2,,,,,,,,,,,,
97212,Endelea Court,5507 NE 27th Ave,,,,Sabin Community Development Corp.,503-287-3496,26,,,,13,13,,,,,,,,,,,
97213,Emilie House,5520 NE Glisan,,,,Providence Supportive Housing,503-236-9779,40,,,,,,,,,,,,,,,,
97218,Los Jardines de la Paz,5530 NE 60th Ave,,,,Cascade Management Inc.,503-335-9603,43,,,,,27,16,,,,,,,,,,
97220,Glisan Commons,555 NE 100th Ave,,,,Human Solutions,844-236-0592,67,,4,63,,,,,,,,,,,,,
97217,Cascadian Terrace,5700 N Kerby Ave,,,,Guardian Real Estate Services,503-283-3541,102,,86,15,1,,,,,,,,,,,,
97218,Good Shepherd,5717 NE Simpson St,,,,Good Shepherd Lutheran Home of the West,559-791-2028,5,,5,,,,,,,,,,,,,,
97218,Sunrise Place,5724 NE Prescott St,,,,Central City Concern,503-525-8483,10,,,9,1,,,,,,,,,,,,
97218,Prescott Terrace,5725 NE Prescott St,,,,Cascadia Behavioral Healthcare,503-232-6971,50,,,,,,,,,,,,,,,,
97213,The Commons,5800 NE Center Commons Wy,,,,Steadfast Management,503-231-7777,172,,,148,24,,,,,,,,,,,,
97217,Plaza Townhomes,5802 N Michigan Ave,,,,Home Forward,503-280-3860,68,,,,34,34,,,,,,,,,,,
97218,Prescott Place,5802 NE Prescott St,,,,REACH Community Development Inc.,503-288-4487,20,,,20,,,,,,,,,,,,,
97266,Woody Guthrie,5808 SE 91st,,,,Rose Community Development Corp.,503-777-8845,64,,,,,,,,,,,,,,,,
97213,Center Village,5845 NE Hoyt St,,,,Steadfast Management,503-231-7777,60,,,,32,26,2,,,,,,,,,,
97215,Providence House,5921 E Burnside,,,,Providence Supportive Housing,503-215-2234,39,,,,,,,,,,,,,,,,
97217,Rosemont Court,597 North Dekum St,,,,Income Property Management,503-240-8087,100,,8,88,4,,,,,,,,,,,,
97221,Ruth Haefner Plaza,6005 SW Beaverton-Hillsdale Hwy,,,,Home Forward,503-280-3750,73,,,73,,,,,,,,,,,,,
97220,Gilman Court,610 NE 99th,,,,REACH Community Development Inc.,971-277-7196,60,,,60,,,,,,,,,,,,,
97209,Butte Hotel,610 NW Davis St,,,,Central City Concern,503-525-8384,37,37,,,,,,,,,,,,,,,
97266,Lents Court,6102 SE 86th Ave,,,,Cascadia Behavioral Healthcare,503-232-6971,5,5,,,,,,,,,,,,,,,
97266,93rd Avenue,6119 SE 93rd Ave,,,,Rose Community Development Corp.,503-777-8845,20,,,,10,10,,,,,,,,,,,
97233,Greenview Terrace,620 SE 148th Ave,,,,Cascade Management Inc.,503-254-5826,31,,,20,11,,,,,,,,,,,,
97217,Rosemont Townhomes,621 N Saratoga St,,,,Income Property Management,503-240-8087,18,,,,4,12,2,,,,,,,,,,
97205,Morrison Park Apts,623 SW Park Ave,,,,Income Property Management,503-221-0466,60,,48,6,6,,,,,,,,,,,,
97203,Queahpama Heights,6244 N Columbia Way,,,,Low Income Housing for Native Americans,503-247-7222,32,,,14,18,,,,,,,,,,,,
97212,A. Phillips Square,626 NE Brazee,,,,Cascade Management Inc.,503-287-2162,18,,8,10,,,,,,,,,,,,,
97239,The Watershed,6388 SW Capitol Hwy,,,,Income Property Management,503-452-0010,51,,,48,3,,,,,,,,,,,,
97060,Troutdale Terrace Apts,639 SW 257th Ave,,,,Quantum Residential,503-618-1876,228,,,24,152,52,,,,,,,,,,,
97202,Westmoreland Union Manor,6404 SE 23rd Ave,,,,Manor Management,503-233-5671,301,,210,90,1,,,,,,,,,,,,
97266,Woodstock Court,6428 SE 97th Ave,,,,Cascadia Behavioral Healthcare,503-232-6971,9,,8,1,,,,,,,,,,,,,
97236,Springwater Commons,6430 SE 128th Ave,,,,Guardian Real Estate Services,503-762-4688,36,,,,,13,23,,,,,,,,,,
97233,Marla Manor,644 SE 148th Ave,,,,Cascade Management Inc.,503-254-5826,25,,,19,6,,,,,,,,,,,,
97218,Villa de Suenos,6444 NE Killingsworth St,,,,Cascade Management Inc.,503-284-3985,28,,,,,14,14,,,,,,,,,,
97233,Springtree Apts,650 SE 162nd Ave,,,,Pacificap Management,503-253-1476,72,,,20,52,,,,,,,,,,,,
97209,Bud Clark Commons,655 NW Hoyt St,,,,Home Forward,503-280-4002,130,,130,,,,,,,,,,,,,,
97239,Turning Point,6552 SW 19th Ave,,,,Neighborhood House Portland,503-246-1663,24,,,24,,,,,,,,,,,,,
97211,Alberta Simmons Plaza,6611 NE Martin Luther King Jr Blvd,,,,Manor Management,503-240-4198,74,,,73,1,,,,,,,,,,,,
97211,Martin Luther King Manor,6620 NE 6th Ave,,,,Cascadia Behavioral Healthcare,503-286-4005,16,,,15,1,,,,,,,,,,,,
97203,Minerva Plaza,6633 N Oberlin St,,,,PHC Northwest,503-285-1070,15,,2,13,,,,,,,,,,,,,
97218,Villa de Clara Vista,6706 NE Killingsworth St,,,,Cascade Management Inc.,503-284-3985,133,,,50,72,8,3,,,,,,,,,,
97219,Stephens Creek Crossing,6719 SW 26th Ave,,,,Home Forward,503-280-3830,124,,,19,21,79,5,,,,,,,,,,
97206,Country Squire,6724 SE 72nd Ave,,,,Cascade Management Inc.,503-774-3893,32,,,8,16,8,,,,,,,,,,,
97203,Bridgeview Apts,6816 N Trumbull Ave,,,,Cascade Management Inc.,503-929-5924,13,,,13,,,,,,,,,,,,,
97217,Interstate Crossing,6847 N Interstate Ave,,,,Central City Concern,503-525-8483,12,,,,12,,,,,,,,,,,,
97217,Charlotte B Rutherford Place,6905 N Interstate,,,,Central City Concern,503-525-8483,51,,,34,17,,,,,,,,,,,,
97218,Villa de Rosas,6939 NE Killingsworth St,,,,Cascade Management Inc.,503-284-3985,26,,,10,16,,,,,,,,,,,,
97218,West Gresham Apts,6939 NE Killingsworth St,,,,Cascadia Behavioral Healthcare,503-238-0769,27,,,24,3,,,,,,,,,,,,
97212,Dekum Court,7003 NE 27th Ave,,,,Home Forward,503-280-3750,40,,,,16,24,,,,,,,,,,,
97227,Lydia Roy Gardens,705 N Fremont St,,,,Cascade Management Inc.,503-287-2162,18,,,7,7,4,,,,,,,,,,,
97209,Golden West,707 NW Everett,,,,Central City Concern,503-525-8483,68,,,,,,,,,,,,,,,,
97206,72nd & Foster,7104 SE Foster,,,,REACH Community Development Inc.,503-226-9181,101,,,,,,,,,,,,,,,,
97205,Uptown Tower,712 SW St Clair Ave,,,,Guardian Real Estate Services,503-248-9645,71,,,71,,,,,,,,,,,,,
97206,Marwood Plaza,7200 SE Woodstock Blvd,,,,PHC Northwest,503-408-6555,40,,8,32,,,,,,,,,,,,,
97205,Park Tower Apts,731 SW Salmon St,,,,Harsch Investment Corp.,503-227-3367,162,,140,22,,,,,,,,,,,,,
97205,Stadium Station,737 SW 17th Ave,,,,EPMI,503-916-4818,114,,54,56,4,,,,,,,,,,,,
97206,Jim & Salle's Place,7531 SE Steele St,,,,Cascade Management Inc.,503-761-0016,17,,,5,12,,,,,,,,,,,,
97203,Nelson Court,7622 N Gloucester,,,,Income Property Management,503-247-7222,7,,,2,5,,,,,,,,,,,,
97203,Tistalal Village,7622 N Gloucester St,,,,Income Property Management,503-247-7222,34,,,,34,,,,,,,,,,,,
97203,Ceel Ocks,7622 N Glouchester St,,,,Income Property Management,503-247-7222,4,,,,,4,,,,,,,,,,,
97215,Melissa Anne Apts,7660 E Burnside St,,,,Richard Gustafson,503-256-1562,20,,,,12,8,,,,,,,,,,,
97206,Marysville,7704 SE Raymond,,,,Rose Community Development Corp.,503-777-8845,5,,,,,,,,,,,,,,,,
97206,Summer Run Apts,7810 SE Foster Rd,,,,Manor Management,503-774-8885,50,,14,36,,,,,,,,,,,,,
97217,Winchell Court,7850 N Interstate Ave,,,,Home Forward,503-280-3750,10,,,8,2,,,,,,,,,,,,
97206,Lexington Court,7860 SE 72nd Ave,,,,Home Forward,503-280-3900,20,,,,12,8,,,,,,,,,,,
97266,Bellrose Station,7901 SE 92nd Ave,,,,Cascade Management Inc.,503-771-3808,40,,,,31,9,,,,,,,,,,,
97206,La Hacienda Apartments,7906 SE 72nd Ave,,,,PHC Northwest,503-261-1266,38,,1,1,35,1,,,,,,,,,,,
97219,Second Wind Apts,7927 SW 31st Ave,,,,Harold Buell,503-222-4122,20,,,12,6,2,,,,,,,,,,,
97206,Johnson Creek Commons,7940 SE 72nd Ave,,,,Cascade Management Inc.,503-774-3893,15,,,1,14,,,,,,,,,,,,
97209,Richard L. Harris Building,8 NW 8th Ave,,,,Central City Concern,503-525-8483,180,,180,,,,,,,,,,,,,,
97206,Woodmere Commons,8002 SE Duke St,,,,Rose Community Development Corp.,503-777-8845,4,,,,,,,,,,,,,,,,
97206,Firland Apts,8012 SE Raymond St,,,,Cascade Management Inc.,503-761-0016,19,,,2,17,,,,,,,,,,,,
97202,Tea Link,8028 SE 7th Ave,,,,Dungarvin Oregon LLC,,6,6,,,,,,,,,,,,,,,
97214,Laurelhurst Apts,804 SE Cesar E Chavez Blvd,,,,REACH Community Development Inc.,503-230-8918,23,,,23,,,,,,,,,,,,,
97206,Taggart Manor,8066 SE Taggart St,,,,Central City Concern,503-525-8483,24,,,24,,,,,,,,,,,,,
97206,Orchard of 82nd,8118 SE Division St,,,,Rose Community Development Corp.,503-777-8845,48,,,,,,,,,,,,,,,,
97220,Broadway Vantage,8238 NE Broadway,,,,Income Property Management,503-252-3136,58,,2,10,30,12,4,,,,,,,,,,
97220,Columbia Knoll,8320 NE Sandy Blvd,,,,Legacy Senior Living LLC,503-433-3645,362,,,183,143,36,,,,,,,,,,,
97217,Fenwick Apts,8428 N Fenwick Ave,,,,Income Property Management,503-335-3330,27,,,8,10,9,,,,,,,,,,,
97219,Tryon Mews,8453 SW 30th Ave,,,,Cascadia Behavioral Healthcare,503-238-0769,20,,,19,1,,,,,,,,,,,,
97219,Hewitt Townhouses,846 SW 29th Wy,,,,Income Property Management,503-667-9902,44,,,1,,43,,,,,,,,,,,
97209,Kearney House,850 NW 20th Ave,,,,Cambridge Real Estate Services,503-450-0230,32,,,,7,25,,,,,,,,,,,
97203,Cathedral Gardens,8510 N Swift Way,,,,Cascade Gardens Partners,503-286-8652,98,,,,52,46,,,,,,,,,,,
97203,St Johns Woods,8652 N Swift Way,,,,EPI Property Management,503-286-8652,124,,,26,52,46,,,,,,,,,,,
97203,New Meadows,8710 N Dana Ave,,,,Bridge Meadows,503-953-1100,15,,10,5,,,,,,,,,,,,,
97266,Lafayette Court Apts,8728 SE Lafayette St,,,,Cascadia Behavioral Healthcare,503-963-7767,5,5,,,,,,,,,,,,,,,
97203,Pier Park Apts,8734 N Columbia Blvd,,,,Steadfast Management,503-283-7747,164,,,44,88,32,,,,,,,,,,,
97203,St Johns Apts,8803 N Lombard St,,,,Income Property Management,503-223-6327,38,,,18,12,8,,,,,,,,,,,
97203,Schrunk Riverview Tower,8832 N Syracuse St,,,,Home Forward,503-280-3750,118,,,118,,,,,,,,,,,,,
97203,Ridgecrest Timbers Apts,8870 N Columbia Blvd,,,,GSL Properties,503-286-0102,97,,,21,51,25,,,,,,,,,,,
97203,Miraflores,8901 N Newell Ave,,,,Cascade Management Inc.,503-289-4802,32,,,,12,16,4,,,,,,,,,,
97266,Reedway Place,8940 SE Reedway St,,,,Rose Community Development Corp.,503-777-8845,24,,,,,,,,,,,,,,,,
97209,Erickson-Fritz Apts,9 NW 2nd Ave,,,,Income Property Management,503-223-6327,62,,39,23,,,,,,,,,,,,,
97233,Candalaria Plaza,901 SE 162nd Ave,,,,PHC Northwest,503-261-1266,32,,,8,16,8,,,,,,,,,,,
97203,Central Chalet Apts,9020 N Central St,,,,PHC Northwest,503-285-1070,20,,,11,9,,,,,,,,,,,,
97205,Admiral Apts,910 SW Park Ave,,,,REACH Community Development Inc.,503-546-9191,37,,14,23,,,,,,,,,,,,,
97266,Lents Commons,9101 SE Foster,,,,Income Property Management,503-702-9075,54,,3,36,6,9,,,,,,,,,,,
97220,Multnomah Manor,9110 NE Hassalo St,,,,Quantum Residential,503-253-6351,53,,,24,17,12,,,,,,,,,,,
97223,Oleson Woods Apts,9140 SW 91st Ave,,,,Income Property Management,503-245-6990,32,,,4,,21,7,,,,,,,,,,
97212,Dahlke Manor,915 NE Schuyler St,,,,Home Forward,503-280-3750,115,,,115,,,,,,,,,,,,,
97209,Pearl Court Apts,920 NW Kearney St,,,,Income Property Management,503-222-1999,199,,112,59,28,,,,,,,,,,,,
97205,Fountain Place,929 SW Salmon St,,,,Cascade Management Inc.,503-223-9300,70,,52,15,3,,,,,,,,,,,,
97266,Beyer Court,9305 SE Harold St,,,,Cascade Management Inc.,503-777-8845,14,,,,14,,,,,,,,,,,,
97266,Schiller Way,9326 SE Schiller St,,,,Quantum Residential,503-760-3005,24,,,,12,8,4,,,,,,,,,,
97209,The Yards,945 NW Naito Parkway,,,,Income Property Management,971-255-1654,129,,129,,,,,,,,,,,,,,
97266,Kah San Chako Haws,9707 SE Holgate Blvd,,,,Guardian Real Estate Services,503-943-5849,9,,3,3,3,,,,,,,,,,,,
97233,D Street Salal Apartments,SE 171st Ave and SE Division,,,,PHC Northwest,503-261-1266,78,,12,24,42,,,,,,,,,,,,
